text,label
Create another payment using the same information as the previous one.,write
need users from today pls,read
cool,casual
Remove Liam's status,write
create another user like this,write
Can you find Bob's record,read
Replace asset #8251,write
Pull up every campaign updated this week,read
restore row last one,write
Deactivate client price to 2997,write
need invoice from yesterday,read
display account created today,read
Pull up every contract updated this week,read
activate customer bob,write
show the rest,read
RETRIEVE EMPLOYEE NAMED ALEX please!,read
Pull up every expense updated this week please,read
Add a new product for Emily,write
destroy usr id 8735,write
hey,casual
Update duplicate members,write
I'M JUST TESTING ARE YOU AN AI!,casual
I need every contract whose status is closed,read
what's the status of report #8950?,read
Correct inventory budget to 18534,write
display employees who signed up recently,read
please can you clear logs named sophia,write
I need every campaign whose status is open please,read
Review every device updated this week,read
create another ticket like this,write
Move Emily's price,write
CAN YOU GIVE ME SUBSCRIPTIONS WITH PRICE > 2559,read
This is actually fun I'm still learning.,casual
go merge invoice status inactive,write
Add log status to paid,write
Restore the ticket that was deleted yesterday.,write
Browse campaign with reference 6500,read
find everything related to payment,read
what is postgres,casual
Show me accounts created this month,read
Find duplicate warehouses,read
Retrieve customers with id 3840 please,read
restore invoice alice,write
gm,casual
do we still have account for Noah?,read
who made you,casual
how are you,casual
please delete the duplicate account,write
I was reading about SQL today,casual
cool,casual
Please Update the payment named Sophia,write
insert logs,write
Promote every team marked active,write
Which all records,read
can you archive user with id 67,write
Move this subscription to another department and keep all associated history.,write
Please Add profile status to archived,write
remove order permanently,write
please rename Olivia to Bob,write
can you remove payments named bob,write
can you set records status to cancelled!,write
can you make shipment with id 431 please,write
Search for orders where status is cancelled,read
need payment named john,read
do the same for report,write
Bye,casual
I appreciate the help can you explain more?,casual
👍 HOW ARE YOU?,casual
restore payments,write
Help me inspect asset with reference 5068 please,read
Modify log status to cancelled,write
retrieve emp paid,read
Add all employees marked pending,write
please clear accounts for john!,write
Could you show duplicate profiles,read
Deactivate every expired device immediately.,write
add cust last one,write
Please Insert the customer with id 369,write
please restore the deleted customer,write
Bye Are you an AI?,casual
Deactivate every expired employee immediately.,write
Show me members updated this year,read
Discard ownership of the report to Ella,write
good mornng,casual
Activate John to premium,write
which ticket changed today? please,read
weather today mate,casual
I'm looking for the oldest account in the database.,read
fetch product named mike,read
wassup,casual
drop subscription price to 3496!,write
Explain normalization,casual
Could you synchronize duplicate warehouses,write
make acct alice,write
Thanks a lot,casual
Erase asset budget to 41103,write
show me the previous customer #6366 please,read
please change project status to active,write
I'm looking for users updated yesterday,read
count emp created today,read
restore prod status inactive,write
What's your favorite database?,casual
Assign John's status,write
please assign report to Liam,write
can you explain that please,casual
teach me joins,casual
Could you discard mason's status,write
count account with price > 1185,read
please can you archive tables price to 3750!,write
Please revise duplicate departments,write
Activate Ethan's price,write
Please archive every inactive payment before the end of the day.,write
activate emp price 310,write
can you add rows where age is 66,write
copy this order,write
weather today plz,casual
how are you,casual
commit the update,write
👋,casual
search customer older than 30 days,read
archive shipments status to paid please,write
explain sql mate,casual
new customer price 310,write
PLEASE ADD MEMBER STATUS TO ARCHIVED,write
