text,label
Please search team with reference 1190 please,read
what's good,casual
Please Archive Noah's email,write
what about invoice Emily?,read
shwo record named alice,read
Retrieve orders created yesterday,read
do we still have invoice for Olivia?,read
UPDATE THE SUBSCRIPTION NAMED EMMA,write
can u update usr old one,write
Please show only the assets that were updated today.,read
delete the duplicate order,write
What is PostgreSQL?,casual
please archive the previous ticket,write
Can you help me find every ticket assigned to Olivia?,read
Help me inspect device with reference 1297,read
Synchronize duplicate campaigns,write
give me invoice who signed up recently,read
which user changed today?,read
remove shipments for noah,write
assign payment to Alice,write
lemme see sub id 7583,read
Find duplicate inventorys please,read
Please show only the payments that were updated today.,read
please can you make subscriptions !,write
I'm just experimenting what do you think?,casual
can you retrieve order please,read
delete the duplicate subscription,write
Retrieve Mia's log,read
I've been learning databases lately have a nice day.,casual
I need a complete list of archived tickets because we're reviewing old data.,read
Rename the order belonging to Alice because the spelling is incorrect.,write
assign subscription for mia!,write
Can we chat for a minute thanks!,casual
change account status to active,write
drop shipments,write
which user changed today? please,read
I'm looking for the oldest payment in the database.,read
WHAT'S YOUR FAVORITE DATABASE?,casual
Could you show invoices with id 3493,read
hi,casual
do we still have user for Mason?,read
Hello,casual
Remove the record named Ethan,write
PLEASE CAN YOU CREATE RECORDS STATUS TO VERIFIED,write
need to deactivate product last one,write
Is there any campaign waiting for approval?,read
good mornng,casual
Namaste How does this work?,casual
Move all users marked paid,write
I've been learning databases lately thanks!,casual
go rename prod status active,write
what's the status of account?,read
kk ??,casual
Find duplicate teams,read
Create another device using the same information as the previous one.,write
Move this subscription to another department and keep all associated history.,write
Assign the order to Olivia and notify the manager afterwards.,write
Create Noah's manager,write
Is there any campaign waiting for approval?,read
lemme see employee duplicate,read
bye,casual
Deactivate every expired payment immediately.,write
great job !,casual
I need every location whose status is closed,read
Create another asset using the same information as the previous one.,write
I'm looking for the oldest customer in the database.,read
what happened to Olivia?,read
show only archived Sophia please,read
Can you explain SQL? Are you an AI?,casual
locate employee from today,read
explain sql,casual
I need products with id 7505,read
alright,casual
That's interesting what do you think?,casual
rename Sophia to Olivia,write
Explain normalization,casual
okay,casual
Pull up every machine updated this week please,read
Create another project using the same information as the previous one.,write
rename Alice to Alice,write
Show me duplicate shipments,read
thanks how are you,casual
Count all accounts please,read
pls copy invoice status inactive,write
Restore the customer named David,write
Which orders created last week,read
Which contracts were modified yesterday? please,read
get account inactive,read
Append ownership of the location to Benjamin,write
Search for Ava's ticket please,read
Could you erase the inventory into another department,write
Synchronize a brand new contract,write
Retrieve records where status is verified,read
I've been learning databases lately what do you think?,casual
Please show only the invoices that were updated today.,read
CAN YOU CHAT FOR A BIT?,casual
please delete the duplicate invoice,write
can u remove usr duplicate,write
Restore the shipment that was deleted yesterday.,write
hi who made you,casual
👍,casual
Who made you,casual
can u activate user bob,write
